number_of_reviews,minimum_nights,calculated_host_listings_count,availability_365,price
0.030206677265500796,0.0,0.0,0.5698630136986301,65
0.01907790143084261,0.4285714285714286,0.1411042944785276,0.9698630136986301,55
0.020667726550079493,0.0,0.0,0.5041095890410959,40
0.02384737678855326,0.2857142857142857,0.0,0.4,289
0.025437201907790145,0.07142857142857142,0.0,0.7561643835616438,110
0.014308426073131956,0.0,0.0,0.7890410958904109,59
0.06200317965023848,0.0,0.0,0.736986301369863,308
0.0,0.0,0.02147239263803681,0.9835616438356164,139
0.001589825119236884,0.07142857142857142,0.0,0.057534246575342465,65
0.009538950715421305,0.0,0.003067484662576687,0.4575342465753425,60
0.022257551669316377,0.14285714285714285,0.0,0.0,101
0.011128775834658189,0.2857142857142857,0.0,0.052054794520547946,175
0.0,0.0,0.05214723926380368,0.9726027397260274,135
0.10333863275039747,0.9285714285714286,0.0,0.4246575342465753,199
0.4292527821939587,0.0,0.0,0.7890410958904109,95
0.06041335453100159,0.0,0.0,0.863013698630137,60
0.012718600953895072,0.0,0.0,0.29863013698630136,75
0.03815580286168522,0.0,0.015337423312883437,0.4931506849315069,149
0.0,0.0,0.0,0.0,50
0.014308426073131956,0.07142857142857142,0.003067484662576687,0.7698630136986302,172
0.001589825119236884,0.14285714285714285,0.0,0.0,250
0.02702702702702703,0.14285714285714285,0.003067484662576687,0.1178082191780822,150
0.012718600953895072,0.0,0.009202453987730062,0.11232876712328767,28
0.001589825119236884,0.07142857142857142,0.003067484662576687,0.0,250
0.0,0.14285714285714285,0.0,0.24657534246575344,70
0.03656597774244833,0.14285714285714285,0.009202453987730062,0.5780821917808219,30
0.04769475357710652,0.0,0.0,0.8136986301369863,70
0.0,0.0,0.003067484662576687,0.04657534246575343,250
0.07154213036565978,0.07142857142857142,0.0,0.736986301369863,100
0.011128775834658189,0.07142857142857142,0.0,0.08767123287671233,100
0.011128775834658189,0.0,0.006134969325153375,0.38082191780821917,33
0.02384737678855326,0.0,0.0,0.4657534246575343,90
0.0,0.07142857142857142,0.0,0.0,105
0.004769475357710652,0.14285714285714285,0.0,0.0,125
0.001589825119236884,0.4285714285714286,0.03680981595092024,0.9808219178082191,169
0.11446740858505565,0.07142857142857142,0.006134969325153375,0.2684931506849315,65
0.05882352941176471,0.07142857142857142,0.0,0.09041095890410959,133
0.001589825119236884,0.2857142857142857,0.0,0.0,150
0.001589825119236884,0.0,0.02147239263803681,0.0,94
0.004769475357710652,0.14285714285714285,0.006134969325153375,0.4931506849315069,105
0.001589825119236884,0.0,0.0,0.0,130
0.003179650238473768,0.0,0.0,0.0,190
0.06677265500794913,0.0,0.006134969325153375,0.9232876712328767,53
0.041335453100158986,0.2857142857142857,0.003067484662576687,0.8,125
0.025437201907790145,0.14285714285714285,0.0,0.38082191780821917,68
0.0492845786963434,0.07142857142857142,0.0,0.873972602739726,70
0.022257551669316377,0.4285714285714286,0.0,0.8931506849315068,195
0.004769475357710652,0.14285714285714285,0.0,0.0,45
0.030206677265500796,0.0,0.0,0.0,46
0.10015898251192369,0.14285714285714285,0.0,0.452054794520548,125
0.001589825119236884,0.14285714285714285,0.009202453987730062,0.08493150684931507,65
0.0,0.14285714285714285,0.003067484662576687,0.0,97
0.01907790143084261,0.21428571428571427,0.0,0.0,128
0.003179650238473768,0.07142857142857142,0.003067484662576687,0.0,95
0.022257551669316377,0.7142857142857143,0.006134969325153375,0.0,75
0.041335453100158986,0.07142857142857142,0.0,0.0,85
0.001589825119236884,0.0,0.003067484662576687,0.0,50
0.001589825119236884,0.07142857142857142,0.0,0.0,80
0.007949125596184421,0.0,0.006134969325153375,0.04657534246575343,71
0.014308426073131956,0.07142857142857142,0.0,0.0,125
0.3608903020667727,0.14285714285714285,0.0,0.6767123287671233,295
0.03815580286168522,0.07142857142857142,0.018404907975460124,0.15616438356164383,45
0.006359300476947536,0.14285714285714285,0.0,0.0,45
0.13036565977742448,0.14285714285714285,0.0,0.03287671232876713,260
0.003179650238473768,0.07142857142857142,0.003067484662576687,0.0,45
0.003179650238473768,0.2857142857142857,0.003067484662576687,0.19452054794520549,90
0.5182829888712241,0.14285714285714285,0.0,0.24657534246575344,100
0.0492845786963434,0.2857142857142857,0.0,0.4136986301369863,135
0.006359300476947536,0.21428571428571427,0.0,0.0136986301369863,300
0.003179650238473768,0.5714285714285714,0.003067484662576687,0.0027397260273972603,295
0.009538950715421305,0.14285714285714285,0.0,0.10410958904109589,60
0.012718600953895072,0.0,0.0,0.0027397260273972603,20
0.09538950715421304,0.0,0.006134969325153375,0.9534246575342465,35
0.001589825119236884,0.2857142857142857,0.0,0.0,99
0.06041335453100159,0.0,0.0,0.0,110
0.0,0.0,0.006134969325153375,0.5150684931506849,88
0.007949125596184421,0.07142857142857142,0.0,0.0,107
0.007949125596184421,0.07142857142857142,0.003067484662576687,0.8164383561643835,87
0.003179650238473768,0.2857142857142857,0.0,0.9397260273972603,799
0.07472178060413355,0.07142857142857142,0.0,0.989041095890411,400
0.001589825119236884,0.0,0.0,0.5561643835616439,200
0.09220985691573927,0.14285714285714285,0.006134969325153375,0.8383561643835616,40
0.009538950715421305,0.14285714285714285,0.0,0.12328767123287672,100
0.001589825119236884,0.0,0.0,0.0,100
0.015898251192368842,0.0,0.0,0.0,53
0.009538950715421305,0.0,0.009202453987730062,1.0,249
0.35294117647058826,0.0,0.006134969325153375,0.6876712328767123,99
0.006359300476947536,0.0,0.009202453987730062,0.2054794520547945,179
0.033386327503974564,0.0,0.02147239263803681,0.3561643835616438,51
0.001589825119236884,0.14285714285714285,0.0,0.0,50
0.0,0.21428571428571427,0.14723926380368096,0.3315068493150685,956
0.001589825119236884,0.0,0.0,0.0,75
0.003179650238473768,0.0,0.003067484662576687,0.0,100
0.014308426073131956,0.0,0.006134969325153375,0.9972602739726028,450
0.02702702702702703,0.0,0.003067484662576687,0.0,99
0.0,0.14285714285714285,0.003067484662576687,0.0,200
0.009538950715421305,0.0,0.009202453987730062,0.947945205479452,399
0.07313195548489666,0.07142857142857142,0.027607361963190184,0.9643835616438357,64
0.03815580286168522,0.07142857142857142,0.0,0.0,170
0.0794912559618442,0.21428571428571427,0.003067484662576687,0.1643835616438356,99
0.041335453100158986,0.0,0.0,1.0,60
0.009538950715421305,0.21428571428571427,0.0,0.263013698630137,275
0.003179650238473768,0.0,0.0,0.24657534246575344,100
0.07472178060413355,0.0,0.006134969325153375,0.2054794520547945,97
0.004769475357710652,0.2857142857142857,0.0,0.9068493150684932,110
0.003179650238473768,0.07142857142857142,0.003067484662576687,0.5150684931506849,80
0.001589825119236884,0.07142857142857142,0.07668711656441718,0.8273972602739726,36
0.0794912559618442,0.07142857142857142,0.0,0.049315068493150684,40
0.003179650238473768,0.21428571428571427,0.0,0.0,40
0.004769475357710652,0.0,0.003067484662576687,0.10136986301369863,59
0.0,0.14285714285714285,0.0,0.0,30
0.003179650238473768,0.0,0.003067484662576687,0.0,50
0.014308426073131956,0.14285714285714285,0.0,0.0,80
0.0,0.0,0.003067484662576687,0.0,100
0.0,0.14285714285714285,0.003067484662576687,0.9835616438356164,79
0.004769475357710652,0.14285714285714285,0.0,0.0,120
0.0,0.21428571428571427,0.0,0.4328767123287671,190
0.0,0.4285714285714286,0.0,0.0,69
0.0,0.07142857142857142,0.003067484662576687,0.0821917808219178,499
0.006359300476947536,0.0,0.0,0.0,69
0.015898251192368842,0.2857142857142857,0.0,0.0684931506849315,150
0.011128775834658189,0.0,0.0,0.0684931506849315,150
0.0,0.0,0.0,0.0,50
0.025437201907790145,0.07142857142857142,0.006134969325153375,0.904109589041096,40
0.14626391096979333,0.2857142857142857,0.003067484662576687,0.021917808219178082,90
0.04769475357710652,0.0,0.024539877300613498,0.5178082191780822,80
0.11764705882352942,0.07142857142857142,0.003067484662576687,0.7232876712328767,295
0.0,0.14285714285714285,0.0,0.0,55
0.012718600953895072,0.07142857142857142,0.0,0.0136986301369863,90
0.001589825119236884,0.21428571428571427,0.0,0.03561643835616438,87
0.0,0.0,0.0,0.9342465753424658,100
0.017488076311605726,0.07142857142857142,0.0,0.005479452054794521,150
0.07154213036565978,0.21428571428571427,0.018404907975460124,0.9123287671232877,32
0.017488076311605726,0.2857142857142857,0.0,0.0,150
0.0,0.2857142857142857,0.0,0.0,50
0.003179650238473768,0.07142857142857142,0.0,0.1452054794520548,240
0.055643879173290944,0.0,0.012269938650306749,0.21643835616438356,48
0.001589825119236884,0.07142857142857142,0.003067484662576687,0.0,65
0.0,0.21428571428571427,0.0,0.2602739726027397,299
0.014308426073131956,0.14285714285714285,0.0,0.0,162
0.04292527821939587,0.0,0.003067484662576687,0.0,180
0.046104928457869634,0.2857142857142857,0.0,0.20273972602739726,285
0.009538950715421305,0.0,0.003067484662576687,0.0,185
0.08267090620031797,0.07142857142857142,0.0,0.5287671232876713,200
0.014308426073131956,0.14285714285714285,0.0,0.0,120
0.007949125596184421,0.0,0.003067484662576687,0.9808219178082191,80
0.017488076311605726,0.0,0.003067484662576687,0.7013698630136986,95
0.044515103338632754,0.0,0.0,0.4767123287671233,104
0.13195548489666137,0.0,0.006134969325153375,0.4301369863013699,99
